UM_CODE;UM_NAMEF;global_id;UM_NAMES;UM_TRANS;UM_TYPE;UM_TM;UM_TE;UM_KLADR
8880;1-й Ирининский переулок;58481065;1-й Ирининский пер.;Pervy'j Irininskij pereulok;2;;102;77000000000706300
8890;2-й Ирининский переулок;58481066;2-й Ирининский пер.;Vtoroj Irininskij pereulok;2;;102;77000000000362200
8891;3-й Ирининский переулок;58481067;3-й Ирининский пер.;Tretij Irininskij pereulok;2;;102;77000000000362300
8910;Иркутская улица;58481068;Иркутская ул.;Irkutskaya ulicza;1;;406;77000000000139700
8920;1-й Иртышский проезд;58481069;1-й Иртышский пр.;Pervy'j Irty'shskij proezd;3;;406;77000000000331600
8930;2-й Иртышский проезд;58481070;2-й Иртышский пр.;Vtoroj Irty'shskij proezd;3;;406;77000000000139800
8935;улица Исаковского;58481071;ул. Исаковского;ulicza Isakovskogo;1;;905;77000000000139900
8940;улица Искры;58481072;ул. Искры;ulicza Iskry';1;;303;77000000000140000
8950;проезд Воскресенские Ворота;58481073;пр. Воскресенские Ворота;proezd Voskresenskie Vorota;3;;108;77000000000702300
8960;Истринская улица;58481074;Истринская ул.;Istrinskaya ulicza;1;;807;77000000000140200
8970;1-я Кабельная улица;58481075;1-я Кабельная ул.;Pervaya Kabel`naya ulicza;1;;507;77000000000024300
8980;2-я Кабельная улица;58481076;2-я Кабельная ул.;Vtoraya Kabel`naya ulicza;1;;507;77000000000024400
8990;3-я Кабельная улица;58481077;3-я Кабельная ул.;Tret`ya Kabel`naya ulicza;1;;507;77000000000024500
9000;4-я Кабельная улица;58481078;4-я Кабельная ул.;Chetvyortaya Kabel`naya ulicza;1;;507;77000000000024600
9010;5-я Кабельная улица;58481079;5-я Кабельная ул.;Pyataya Kabel`naya ulicza;1;;507;77000000000024700
9020;1-й Кабельный проезд;58481080;1-й Кабельный пр.;Pervy'j Kabel`ny'j proezd;3;;507;77000000000024800
9030;2-й Кабельный проезд;58481081;2-й Кабельный пр.;Vtoroj Kabel`ny'j proezd;3;;507;77000000000024900
9035;площадь Амилкара Кабрала;58481082;пл. Амилкара Кабрала;ploshhad` Amilkara Kabrala;4;;404;77000000000351800
9040;Кавказский бульвар;58481083;Кавказский бульв.;Kavkazskij bul`var;8;;618;77000000000049100
9050;Кадашёвская набережная;58481084;Кадашёвская наб.;Kadashyovskaya naberezhnaya;5;;"0103;0110";77000000000140400
9060;1-й Кадашёвский переулок;58481085;1-й Кадашёвский пер.;Pervy'j Kadashyovskij pereulok;2;;110;77000000000140500
9070;2-й Кадашёвский переулок;58481086;2-й Кадашёвский пер.;Vtoroj Kadashyovskij pereulok;2;;110;77000000000140600
9071;3-й Кадашёвский переулок;58481087;3-й Кадашёвский пер.;Tretij Kadashyovskij pereulok;2;;110;77000000000140700
9080;Кадашёвский тупик;58481088;Кадашёвский туп.;Kadashyovskij tupik;7;;110;77000000000140800
9090;проезд Кадомцева;58481089;пр. Кадомцева;proezd Kadomczeva;3;;312;77000000000140900
9095;улица Кадырова;58481090;ул. Кадырова;ulicza Kady'rova;1;;711;77000000000731000
9100;улица Казакова;58481091;ул. Казакова;ulicza Kazakova;1;;102;77000000000141000
9110;Казанский переулок;58481092;Казанский пер.;Kazanskij pereulok;2;;110;77000000000141100
9120;1-й Казанский просек;58481093;1-й Казанский просек;Pervy'j Kazanskij prosek;14;;513;77000000000000600
9121;2-й Казанский просек;58481094;2-й Казанский просек;Vtoroj Kazanskij prosek;14;;513;77000000000432300
9140;Казарменный переулок;58481095;Казарменный пер.;Kazarmenny'j pereulok;2;;102;77000000000141200
9150;1-й Казачий переулок;58481096;1-й Казачий пер.;Pervy'j Kazachij pereulok;2;;110;77000000000141300
9160;2-й Казачий переулок;58481097;2-й Казачий пер.;Vtoroj Kazachij pereulok;2;;110;77000000000141400
9175;Малый Каковинский переулок;58481099;М. Каковинский пер.;Maly'j Kakovinskij pereulok;2;;101;77000000000141500
9180;Каланчёвская улица;58481100;Каланчёвская ул.;Kalanchyovskaya ulicza;1;;104;77000000000063600
9190;Каланчёвский тупик;58481101;Каланчёвский туп.;Kalanchyovskij tupik;7;;104;77000000000063700
9200;Калашный переулок;58481102;Калашный пер.;Kalashny'j pereulok;2;;"0101;0106";77000000000141600
9210;Калибровская улица;58481103;Калибровская ул.;Kalibrovskaya ulicza;1;;310;77000000000141700
9250;Большая Калитниковская улица;58481104;Б. Калитниковская ул.;Bol`shaya Kalitnikovskaya ulicza;1;;107;77000000000025100
9260;Малая Калитниковская улица;58481105;М. Калитниковская ул.;Malaya Kalitnikovskaya ulicza;1;;"0107;0510";77000000000141900
9270;Средняя Калитниковская улица;58481106;Ср. Калитниковская ул.;Srednyaya Kalitnikovskaya ulicza;1;;"0107;0510";77000000000025200
9280;Большой Калитниковский проезд;58481107;Б. Калитниковский пр.;Bol`shoj Kalitnikovskij proezd;3;;107;77000000000364500
9290;Малый Калитниковский проезд;58481108;М. Калитниковский пр.;Maly'j Kalitnikovskij proezd;3;;107;77000000000364600
9300;Калошин переулок;58481109;Калошин пер.;Kaloshin pereulok;2;;101;77000000000142100
9320;Малая Калужская улица;58481110;М. Калужская ул.;Malaya Kaluzhskaya ulicza;1;;610;77000000000142200
9330;Малый Калужский переулок;58481111;М. Калужский пер.;Maly'j Kaluzhskij pereulok;2;;610;77000000000364800
9340;Калмыков переулок;58481112;Калмыков пер.;Kalmy'kov pereulok;2;;105;77000000000364700
9350;Долгоруковская улица;58481113;Долгоруковская ул.;Dolgorukovskaya ulicza;1;;108;77000000000716200
9360;улица Каманина;58481114;ул. Каманина;ulicza Kamanina;1;;306;77000000000142500
9390;улица Большие Каменщики;58481115;ул. Б. Каменщики;ulicza Bol`shie Kamenshhiki;1;;107;77000000000142700
9400;улица Малые Каменщики;58481116;ул. М. Каменщики;ulicza Maly'e Kamenshhiki;1;;107;77000000000142800
9405;улица Камова;58481118;ул. Камова;ulicza Kamova;1;;409;77000000000039700
9410;Камчатская улица;58481119;Камчатская ул.;Kamchatskaya ulicza;1;;406;77000000000143000
9415;Канатчиковский проезд;58481120;Канатчиковский пр.;Kanatchikovskij proezd;3;;610;77000000000365000
9420;Кантемировская улица;58481121;Кантемировская ул.;Kantemirovskaya ulicza;1;;"0612;0618;0615";77000000000049200
9430;Капельский переулок;58481122;Капельский пер.;Kapel`skij pereulok;2;;105;77000000000143100
9440;улица Академика Капицы;58481123;ул. Академика Капицы;ulicza Akademika Kapiczy';1;;704;77000000000143200
9441;улица Сергея Капицы;58481124;ул. Сергея Капицы;ulicza Sergeya Kapiczy';1;;702;77000000000756500
9450;1-й Капотнинский проезд;58481125;1-й Капотнинский пр.;Pervy'j Kapotninskij proezd;3;;505;77000000000365100
9455;2-й Капотнинский проезд;58481126;2-й Капотнинский пр.;Vtoroj Kapotninskij proezd;3;;505;77000000000735100
9460;улица Капотня;58481127;ул. Капотня;ulicza Kapotnya;1;;505;77000000000733300
9470;переулок Капранова;58481128;пер. Капранова;pereulok Kapranova;2;;106;77000000000143300
9485;проезд Карамзина;58481129;пр. Карамзина;proezd Karamzina;3;;712;77000000000143400
9500;Карамышевская набережная;58481130;Карамышевская наб.;Karamy'shevskaya naberezhnaya;5;;906;77000000000143500
9510;Карамышевский проезд;58481131;Карамышевский пр.;Karamy'shevskij proezd;3;;906;77000000000143600
9520;Карачаровская улица;58481133;Карачаровская ул.;Karacharovskaya ulicza;1;;510;77000000000365300
9530;1-я Карачаровская улица;58481134;1-я Карачаровская ул.;Pervaya Karacharovskaya ulicza;1;;510;77000000000002200
9540;2-я Карачаровская улица;58481135;2-я Карачаровская ул.;Vtoraya Karacharovskaya ulicza;1;;510;77000000000002300
9550;3-я Карачаровская улица;58481136;3-я Карачаровская ул.;Tret`ya Karacharovskaya ulicza;1;;510;77000000000002400
9570;2-й Карачаровский проезд;58481137;2-й Карачаровский пр.;Vtoroj Karacharovskij proezd;3;;510;77000000000002100
9580;1-й Карачаровский проезд;58481138;1-й Карачаровский пр.;Pervy'j Karacharovskij proezd;3;;510;77000000000143700
9590;Карачаровское шоссе;58481139;Карачаровское ш.;Karacharovskoe shosse;6;;510;77000000000002500
9610;бульвар Генерала Карбышева;58481140;бульв. Генерала Карбышева;bul`var Generala Karby'sheva;8;;906;77000000000143800
9615;Каргопольская улица;58481141;Каргопольская ул.;Kargopol`skaya ulicza;1;;311;77000000000143900
9620;Карелин проезд;58481142;Карелин пр.;Karelin proezd;3;;108;77000000000403700
9630;Карельский бульвар;58481143;Карельский бульв.;Karel`skij bul`var;8;;208;77000000000144000
9640;Малый Каретный переулок;58481144;М. Каретный пер.;Maly'j Karetny'j pereulok;2;;108;77000000000055000
9650;Средний Каретный переулок;58481145;Ср. Каретный пер.;Srednij Karetny'j pereulok;2;;108;77000000000055100
9660;улица Каретный Ряд;58481146;ул. Каретный Ряд;ulicza Karetny'j Ryad;1;;108;77000000000055200
9670;Старая Басманная улица;58481147;Ст. Басманная ул.;Staraya Basmannaya ulicza;1;;102;77000000000702400
9680;Карманицкий переулок;58481148;Карманицкий пер.;Karmaniczkij pereulok;2;;101;77000000000144500
9690;улица Карьер;58481149;ул. Карьер;ulicza Kar`er;1;;701;77000000000144600
9700;Карьерная улица;58481150;Карьерная ул.;Kar`ernaya ulicza;1;;813;77000000000144700
9704;1-я Карпатская улица;58481151;1-я Карпатская ул.;Pervaya Karpatskaya ulicza;1;;816;77000000000365400
9705;2-я Карпатская улица;58481152;2-я Карпатская ул.;Vtoraya Karpatskaya ulicza;1;;816;77000000000365500
9710;улица Касаткина;58481153;ул. Касаткина;ulicza Kasatkina;1;;301;77000000000144800
9720;Касимовская улица;58481154;Касимовская ул.;Kasimovskaya ulicza;1;;606;77000000000049300
9725;Каскадная улица;58481155;Каскадная ул.;Kaskadnaya ulicza;1;;409;77000000000039800
9750;Каспийская улица;58481157;Каспийская ул.;Kaspijskaya ulicza;1;;"0612;0618";77000000000049400
9760;Кастанаевская улица;58481158;Кастанаевская ул.;Kastanaevskaya ulicza;1;;"0818;0819";77000000000145000
9765;улица Маршала Катукова;58481159;ул. Маршала Катукова;ulicza Marshala Katukova;1;;905;77000000000145100
9770;улица Каховка;58481160;ул. Каховка;ulicza Kaxovka;1;;"0703;0710";77000000000145200
9780;Качалинская улица;58481161;Качалинская ул.;Kachalinskaya ulicza;1;;107;77000000000145300
9790;Малая Никитская улица;58481162;М. Никитская ул.;Malaya Nikitskaya ulicza;1;;106;77000000000712100
9807;улица Наташи Качуевской;58481163;ул. Наташи Качуевской;ulicza Natashi Kachuevskoj;1;;409;77000000000739300
9810;улица Кашёнкин Луг;58481164;ул. Кашёнкин Луг;ulicza Kashyonkin Lug;1;;308;77000000000145500
9815;Каширский проезд;58481165;Каширский пр.;Kashirskij proezd;3;;"0612;0613";77000000000049500
9830;Каширское шоссе;58481166;Каширское ш.;Kashirskoe shosse;6;;"0612;0613;0616;0617";77000000000049600
9870;1-я Квесисская улица;58481168;1-я Квесисская ул.;Pervaya Kvesisskaya ulicza;1;;213;77000000000145600
9880;2-я Квесисская улица;58481169;2-я Квесисская ул.;Vtoraya Kvesisskaya ulicza;1;;213;77000000000145700
9890;улица Кедрова;58481170;ул. Кедрова;ulicza Kedrova;1;;701;77000000000145800
9895;площадь Академика Келдыша;58481171;пл. Академика Келдыша;ploshhad` Akademika Keldy'sha;4;;"0704;0707";77000000000146000
9900;Керамический проезд;58481172;Керамический пр.;Keramicheskij proezd;3;;206;77000000000146100
9910;Керченская улица;58481173;Керченская ул.;Kerchenskaya ulicza;1;;703;77000000000146200
9920;Кетчерская улица;58481174;Кетчерская ул.;Ketcherskaya ulicza;1;;404;77000000000039900
9950;улица Кибальчича;58481175;ул. Кибальчича;ulicza Kibal`chicha;1;;301;77000000000146300
9970;Киевская улица;58481176;Киевская ул.;Kievskaya ulicza;1;;805;77000000000146400
9980;площадь Киевского Вокзала;58481177;пл. Киевского Вокзала;ploshhad` Kievskogo Vokzala;4;;805;77000000000146500
9985;Киевское шоссе;58481178;Киевское ш.;Kievskoe shosse;6;;813;77000000000432400
9990;улица Кипренского;58481179;ул. Кипренского;ulicza Kiprenskogo;1;;214;77000000000331800
10000;площадь Мартина Лютера Кинга;58481180;пл. Мартина Лютера Кинга;ploshhad` Martina Lyutera Kinga;4;;704;77000000000371300
10020;проезд Кирова;58481181;пр. Кирова;proezd Kirova;3;;508;77000000000017600
10030;Мясницкая улица;58481182;Мясницкая ул.;Myasniczkaya ulicza;1;;"0102;0104";77000000000711900
10040;Кировоградская улица;58481183;Кировоградская ул.;Kirovogradskaya ulicza;1;;"0619;0620;0621";77000000000146800
10050;Кировоградский проезд;58481184;Кировоградский пр.;Kirovogradskij proezd;3;;"0621;0620";77000000000146900
10060;улица Кирпичные Выемки;58481185;ул. Кирпичные Выемки;ulicza Kirpichny'e Vy'emki;1;;621;77000000000365700
10070;3-й Кирпичный переулок;58481186;3-й Кирпичный пер.;Tretij Kirpichny'j pereulok;2;;417;77000000000365800
10080;Мясницкий проезд;58481187;Мясницкий пр.;Myasniczkij proezd;3;;"0102;0104";77000000000702800
10090;Кирпичная улица;58481188;Кирпичная ул.;Kirpichnaya ulicza;1;;417;77000000000147100
10100;1-й Кирпичный переулок;58481189;1-й Кирпичный пер.;Pervy'j Kirpichny'j pereulok;2;;417;77000000000147200
10110;Большой Кисельный переулок;58481190;Б. Кисельный пер.;Bol`shoj Kisel`ny'j pereulok;2;;105;77000000000147300
10120;Малый Кисельный переулок;58481191;М. Кисельный пер.;Maly'j Kisel`ny'j pereulok;2;;105;77000000000147400
10130;Кисельный тупик;58481192;Кисельный туп.;Kisel`ny'j tupik;7;;105;77000000000147600
10150;Нижний Кисловский переулок;58481193;Нижн. Кисловский пер.;Nizhnij Kislovskij pereulok;2;;"0101;0106";77000000000147700
10160;Средний Кисловский переулок;58481194;Ср. Кисловский пер.;Srednij Kislovskij pereulok;2;;106;77000000000147800
10170;Китайгородский проезд;58481195;Китайгородский пр.;Kitajgorodskij proezd;3;;"0107;0108";77000000000722300
10190;Кленовый бульвар;58481196;Кленовый бульв.;Klenovy'j bul`var;8;;614;77000000000148000
10200;улица Климашкина;58481197;ул. Климашкина;ulicza Klimashkina;1;;106;77000000000148100
10210;Климентовский переулок;58481198;Климентовский пер.;Klimentovskij pereulok;2;;103;77000000000148200
10235;Клинская улица;58481199;Клинская ул.;Klinskaya ulicza;1;;216;77000000000148300
10237;Клинский проезд;58481200;Клинский пр.;Klinskij proezd;3;;216;77000000000709900
10240;улица Клочкова;58481201;ул. Клочкова;ulicza Klochkova;1;;819;77000000000148400
10250;Ключевая улица;58481202;Ключевая ул.;Klyuchevaya ulicza;1;;608;77000000000049700
10260;Клязьминская улица;58481203;Клязьминская ул.;Klyaz`minskaya ulicza;1;;208;77000000000148500
10270;Княжекозловский переулок;58481204;Княжекозловский пер.;Knyazhekozlovskij pereulok;2;;507;77000000000028600
10280;Княжеская улица;58481205;Княжеская ул.;Knyazheskaya ulicza;1;;816;77000000000148600
10290;улица Княжнина;58481206;ул. Княжнина;ulicza Knyazhnina;1;;507;77000000000029100
10300;улица Софьи Ковалевской;58481207;ул. Софьи Ковалевской;ulicza Sof`i Kovalevskoj;1;;208;77000000000362500
10310;Ковров переулок;58481208;Ковров пер.;Kovrov pereulok;2;;107;77000000000148700
10320;улица Наташи Ковшовой;58481209;ул. Наташи Ковшовой;ulicza Natashi Kovshovoj;1;;820;77000000000332200
10330;Ковылинский переулок;58481210;Ковылинский пер.;Kovy'linskij pereulok;2;;415;77000000000365900
10340;площадь Викторио Кодовильи;58481211;пл. Викторио Кодовильи;ploshhad` Viktorio Kodovil`i;4;;416;77000000000354000
10350;Кожевническая улица;58481212;Кожевническая ул.;Kozhevnicheskaya ulicza;1;;"0103;0609";77000000000148800
10360;улица Кожевнический Вражек;58481213;ул. Кожевнический Вражек;ulicza Kozhevnicheskij Vrazhek;1;;609;77000000000323200
10370;Кожевнический проезд;58481214;Кожевнический пр.;Kozhevnicheskij proezd;3;;103;77000000000149300
10375;улица Маршала Кожедуба;58481215;ул. Маршала Кожедуба;ulicza Marshala Kozheduba;1;;508;77000000000724600
10380;1-й Кожевнический переулок;58481216;1-й Кожевнический пер.;Pervy'j Kozhevnicheskij pereulok;2;;609;77000000000148900
10390;2-й Кожевнический переулок;58481217;2-й Кожевнический пер.;Vtoroj Kozhevnicheskij pereulok;2;;609;77000000000149000
10401;4-й Кожевнический переулок;58481218;4-й Кожевнический пер.;Chetvyorty'j Kozhevnicheskij pereulok;2;;609;77000000000149200
10410;улица Василисы Кожиной;58481219;ул. Василисы Кожиной;ulicza Vasilisy' Kozhinoj;1;;818;77000000000093400
10420;5-я Кожуховская улица;58481220;5-я Кожуховская ул.;Pyataya Kozhuxovskaya ulicza;1;;"0515;0609";77000000000018000
10430;6-я Кожуховская улица;58481221;6-я Кожуховская ул.;Shestaya Kozhuxovskaya ulicza;1;;515;77000000000018100
10440;7-я Кожуховская улица;58481222;7-я Кожуховская ул.;Sed`maya Kozhuxovskaya ulicza;1;;515;77000000000018200
10450;1-й Кожуховский проезд;58481224;1-й Кожуховский пр.;Pervy'j Kozhuxovskij proezd;3;;609;77000000000149400
10460;2-й Кожуховский проезд;58481225;2-й Кожуховский пр.;Vtoroj Kozhuxovskij proezd;3;;609;77000000000149500
10470;3-й Кожуховский проезд;58481226;3-й Кожуховский пр.;Tretij Kozhuxovskij proezd;3;;515;77000000000018300
10490;Малый Козихинский переулок;58481227;М. Козихинский пер.;Maly'j Kozixinskij pereulok;2;;106;77000000000149600
10500;Козицкий переулок;58481228;Козицкий пер.;Koziczkij pereulok;2;;108;77000000000149700
10510;Козлова улица;58481229;Козлова ул.;Kozlova ulicza;1;;809;77000000000149800
10520;Большой Козловский переулок;58481230;Б. Козловский пер.;Bol`shoj Kozlovskij pereulok;2;;102;77000000000149900
10530;Малый Козловский переулок;58481231;М. Козловский пер.;Maly'j Kozlovskij pereulok;2;;102;77000000000150000
10535;улица Коккинаки;58481232;ул. Коккинаки;ulicza Kokkinaki;1;;201;77000000000150100
10536;Коктебельская улица;58481233;Коктебельская ул.;Koktebel`skaya ulicza;1;;708;77000000000150200
10540;Коленчатый переулок;58481234;Коленчатый пер.;Kolenchaty'j pereulok;2;;213;77000000000366200
10550;Коллективный проезд;58481235;Коллективный пр.;Kollektivny'j proezd;3;;618;77000000000366300
10570;улица Елены Колесовой;58481236;ул. Елены Колесовой;ulicza Eleny' Kolesovoj;1;;820;77000000000150300
10575;улица Колобашкина;58481237;ул. Колобашкина;ulicza Kolobashkina;1;;612;77000000000779600
10590;1-й Колобовский переулок;58481238;1-й Колобовский пер.;Pervy'j Kolobovskij pereulok;2;;108;77000000000055300
10600;2-й Колобовский переулок;58481239;2-й Колобовский пер.;Vtoroj Kolobovskij pereulok;2;;108;77000000000055400
10610;3-й Колобовский переулок;58481240;3-й Колобовский пер.;Tretij Kolobovskij pereulok;2;;108;77000000000055500
10620;Колодезная улица;58481241;Колодезная ул.;Kolodeznaya ulicza;1;;418;77000000000150400
10630;Колодезный переулок;58481242;Колодезный пер.;Kolodezny'j pereulok;2;;418;77000000000150500
10640;Колокольников переулок;58481243;Колокольников пер.;Kolokol`nikov pereulok;2;;105;77000000000150600
10650;Коломенская улица;58481244;Коломенская ул.;Kolomenskaya ulicza;1;;614;77000000000150800
10655;Коломенская набережная;58481245;Коломенская наб.;Kolomenskaya naberezhnaya;5;;614;77000000000150700
10670;Коломенский проезд;58481246;Коломенский пр.;Kolomenskij proezd;3;;613;77000000000049800
10690;Колпачный переулок;58481247;Колпачный пер.;Kolpachny'j pereulok;2;;102;77000000000150900
10692;Коломенское шоссе;58481248;Коломенское ш.;Kolomenskoe shosse;6;;613;77000000000366400
10695;Колпинская улица;58481249;Колпинская ул.;Kolpinskaya ulicza;1;;212;77000000000151000
10700;Большая Сухаревская площадь;58481250;Б. Сухаревская пл.;Bol`shaya Suxarevskaya ploshhad`;4;;"0104;0105";77000000000706400
10710;Малая Сухаревская площадь;58481251;М. Сухаревская пл.;Malaya Suxarevskaya ploshhad`;4;;105;77000000000722700
10720;площадь Колумба;58481252;пл. Колумба;ploshhad` Kolumba;4;;1012;77000002000151100
10730;Колхозная улица;58481253;Колхозная ул.;Kolxoznaya ulicza;1;;1011;77000002007151200
10740;Кольская улица;58481254;Кольская ул.;Kol`skaya ulicza;1;;"0303;0313";77000000000151500
10750;улица Академика Комарова;58481255;ул. Академика Комарова;ulicza Akademika Komarova;1;;308;77000000000151600
10760;площадь Космонавта Комарова;58481256;пл. Космонавта Комарова;ploshhad` Kosmonavta Komarova;4;;201;77000000000366500
10770;улица Коминтерна;58481257;ул. Коминтерна;ulicza Kominterna;1;;"0303;0307";77000000000151700
10780;Комиссариатский переулок;58481258;Комиссариатский пер.;Komissariatskij pereulok;2;;103;77000000000366600
10793;Коммунарская улица;58481259;Коммунарская ул.;Kommunarskaya ulicza;1;;711;77000000000151800
10794;Коммунистическая улица;58481260;Коммунистическая ул.;Kommunisticheskaya ulicza;1;;711;77000000000389600
10800;улица Александра Солженицына;58481261;ул. Александра Солженицына;ulicza Aleksandra Solzheniczy'na;1;;107;77000000000151900
10810;улица Станиславского;58481262;ул. Станиславского;ulicza Stanislavskogo;1;;107;77000000000734500
10820;Коммунистический переулок;58481263;Коммунистический пер.;Kommunisticheskij pereulok;2;;107;77000000000366700
10830;Суворовская площадь;58481264;Суворовская пл.;Suvorovskaya ploshhad`;4;;"0105;0108";77000000000702600
10840;Композиторская улица;58481265;Композиторская ул.;Kompozitorskaya ulicza;1;;101;77000000000723300
10850;Комсомольская площадь;58481266;Комсомольская пл.;Komsomol`skaya ploshhad`;4;;104;77000000000064000
10860;Комсомольская улица;58481267;Комсомольская ул.;Komsomol`skaya ulicza;1;;212;77000000000152200
10870;Большой Златоустинский переулок;58481268;Б. Златоустинский пер.;Bol`shoj Zlatoustinskij pereulok;2;;102;77000000000702900
10880;Малый Златоустинский переулок;58481269;М. Златоустинский пер.;Maly'j Zlatoustinskij pereulok;2;;102;77000000000712200
10885;проезд Комсомольской Площади;58481270;пр. Комсомольской Площади;proezd Komsomol`skoj Ploshhadi;3;;104;77000000000366800
10890;Комсомольский проспект;58481271;Комсомольский просп.;Komsomol`skij prospekt;10;;109;77000000000152600
10895;Конаковский проезд;58481272;Конаковский пр.;Konakovskij proezd;3;;207;77000000000152700
10900;Большой Кондратьевский переулок;58481273;Б. Кондратьевский пер.;Bol`shoj Kondrat`evskij pereulok;2;;106;77000000000152800
10920;Средний Кондратьевский переулок;58481274;Ср. Кондратьевский пер.;Srednij Kondrat`evskij pereulok;2;;106;77000000000152900
10930;улица Кондратюка;58481275;ул. Кондратюка;ulicza Kondratyuka;1;;310;77000000000153000
10940;Кондрашёвский тупик;58481276;Кондрашёвский туп.;Kondrashyovskij tupik;7;;102;77000000000366900
10945;улица Маршала Конева;58481277;ул. Маршала Конева;ulicza Marshala Koneva;1;;907;77000000000153100
10946;улица Конёнкова;58481278;ул. Конёнкова;ulicza Konyonkova;1;;304;77000000000153200
10950;Конный переулок;58481279;Конный пер.;Konny'j pereulok;2;;"0110;0610";77000000000153300
10960;улица Коновалова;58481280;ул. Коновалова;ulicza Konovalova;1;;513;77000000000000700
10970;улица Константинова;58481281;ул. Константинова;ulicza Konstantinova;1;;301;77000000000153400
11000;Конюшковская улица;58481282;Конюшковская ул.;Konyushkovskaya ulicza;1;;"0101;0106";77000000000153500
11010;Большой Конюшковский переулок;58481283;Б. Конюшковский пер.;Bol`shoj Konyushkovskij pereulok;2;;106;77000000000153600
11015;Малый Конюшковский переулок;58481284;М. Конюшковский пер.;Maly'j Konyushkovskij pereulok;2;;106;77000000000153700
11020;Кооперативная улица;58481285;Кооперативная ул.;Kooperativnaya ulicza;1;;109;77000000000720600
11035;улица Николая Коперника;58481286;ул. Николая Коперника;ulicza Nikolaya Kopernika;1;;702;77000000000332700
11040;Коптевская улица;58481287;Коптевская ул.;Koptevskaya ulicza;1;;210;77000000000037100
11060;Коптевский бульвар;58481288;Коптевский бульв.;Koptevskij bul`var;8;;210;77000000000036300
11070;Большой Коптевский проезд;58481289;Б. Коптевский пр.;Bol`shoj Koptevskij proezd;3;;201;77000000000153900
11080;Малый Коптевский проезд;58481290;М. Коптевский пр.;Maly'j Koptevskij proezd;3;;201;77000000000154000
11100;2-й Коптельский переулок;58481291;2-й Коптельский пер.;Vtoroj Koptel`skij pereulok;2;;104;77000000000332800
11105;1-й Коптельский переулок;58481292;1-й Коптельский пер.;Pervy'j Koptel`skij pereulok;2;;"0104;0105";77000000000064100
11120;Копьёвский переулок;58481293;Копьёвский пер.;Kop`yovskij pereulok;2;;108;77000000000055600
11140;Коренная улица;58481294;Коренная ул.;Korennaya ulicza;1;;"0411;0413";77000000000040700
11145;улица Корнейчука;58481295;ул. Корнейчука;ulicza Kornejchuka;1;;304;77000000000154200
11150;Коробейников переулок;58481296;Коробейников пер.;Korobejnikov pereulok;2;;109;77000000000709300
11160;Коровинский проезд;58481297;Коровинский пр.;Korovinskij proezd;3;;203;77000000000428800
11170;Коровинское шоссе;58481298;Коровинское ш.;Korovinskoe shosse;6;;"0203;0208;0209";77000000000033400
11180;улица Академика Королёва;58481299;ул. Академика Королёва;ulicza Akademika Korolyova;1;;"0308;0310;0215;0305";77000000000154500
11190;улица Короленко;58481300;ул. Короленко;ulicza Korolenko;1;;418;77000000000154600
11220;улица Павла Корчагина;58481301;ул. Павла Корчагина;ulicza Pavla Korchagina;1;;301;77000000000332900
11230;Косинская улица;58481302;Косинская ул.;Kosinskaya ulicza;1;;404;77000000000040000
11235;Большая Косинская улица;58481303;Б. Косинская ул.;Bol`shaya Kosinskaya ulicza;1;;409;77000000000038300
11237;Косинская эстакада;58481304;Косинская эстакада;Kosinskaya e'stakada;13;;409;77000000000781900
11238;Косинское шоссе;58481305;Косинское ш.;Kosinskoe shosse;6;;409;77000000000752200
11240;улица Зои и Александра Космодемьянских;58481306;ул. Зои и Александра Космодемьянских;ulicza Zoi i Aleksandra Kosmodem`yanskix;1;;"0205;0210";77000000000035200
11260;улица Космонавтов;58481307;ул. Космонавтов;ulicza Kosmonavtov;1;;301;77000000000154900
11265;аллея Космонавтов;58481308;аллея Космонавтов;alleya Kosmonavtov;9;;310;77000000000407800
11280;улица Костикова;58481309;ул. Костикова;ulicza Kostikova;1;;106;77000000000155000
11290;Костомаровская набережная;58481310;Костомаровская наб.;Kostomarovskaya naberezhnaya;5;;107;77000000000155100
11300;Костомаровский переулок;58481311;Костомаровский пер.;Kostomarovskij pereulok;2;;107;77000000000155200
11310;Костромская улица;58481312;Костромская ул.;Kostromskaya ulicza;1;;"0302;0304";77000000000155300
11320;улица Костякова;58481313;ул. Костякова;ulicza Kostyakova;1;;215;77000000000155400
11330;Костянский переулок;58481314;Костянский пер.;Kostyanskij pereulok;2;;104;77000000000064200
11335;улица Косыгина;58481315;ул. Косыгина;ulicza Kosy'gina;1;;"0702;0815";77000000000155500
11340;Котельническая набережная;58481316;Котельническая наб.;Kotel`nicheskaya naberezhnaya;5;;107;77000000000155600
11360;1-й Котельнический переулок;58481317;1-й Котельнический пер.;Pervy'j Kotel`nicheskij pereulok;2;;107;77000000000155700
11370;2-й Котельнический переулок;58481318;2-й Котельнический пер.;Vtoroj Kotel`nicheskij pereulok;2;;107;77000000000155800
11380;3-й Котельнический переулок;58481319;3-й Котельнический пер.;Tretij Kotel`nicheskij pereulok;2;;107;77000000000155900
11390;4-й Котельнический переулок;58481320;4-й Котельнический пер.;Chetvyorty'j Kotel`nicheskij pereulok;2;;107;77000000000156000
11395;5-й Котельнический переулок;58481321;5-й Котельнический пер.;Pyaty'j Kotel`nicheskij pereulok;2;;107;77000000000156100
